,id,title,author,genre,story,platform,age,complete,thumbnail,web,rate,free
514,514,계룡선녀전,돌배,"스토리, 드라마","고려, 조선시대를 거쳐 바리스타가 된 계룡산 선녀님(女, 699세)
환생한 서방님과 날개옷을 찾을 수 있을까",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/693431/thumbnail/thumbnail_IMAG06_653fb45a-e357-4c87-a479-13a7efff4e14.jpg,https://comic.naver.com/webtoon/list?titleId=693431,9.98,2
515,515,그들에게,소이,"스토리, 로맨스","어쩐지 인기가 절정인 여주인공 여주. 
그녀에게 한꺼번에 구애하는 쌍둥이 네형제.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/693429/thumbnail/thumbnail_IMAG06_5660c90f-039b-4ce2-ad20-6098ef9a9d9a.jpg,https://comic.naver.com/webtoon/list?titleId=693429,9.94,2
516,516,선천적,가스파드,"에피소드, 개그","뭘해도 안되는 얼간이 신인류가 떴다!
낙천적 우유부단 가스파드와
말초적 친구들의 좌충우돌 라이프",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/697680/thumbnail/thumbnail_IMAG06_f1bf8957-012d-424a-9149-1fd09e98e237.jpg,https://comic.naver.com/webtoon/list?titleId=697680,9.98,2
517,517,마술사,김세래,"스토리, 판타지",통일 대륙 칸테라 마지막 이야기.,네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/24965/thumbnail/title_thumbnail_20141127002232_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=24965,9.93,2
518,518,돌아온,김성모,"스토리, 액션","전설의 레전드 김성모의 웹툰 데뷔작.
더이상의 자세한 설명은 생략한다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/449854/thumbnail/title_thumbnail_20120302192957_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=449854,3.8,2
519,519,MZ-퓨어,최훈 / 청설모,"스토리, 액션","순수한 악 이블과 정의의 요원 엠젯의 한 판 승부.
거칠 것 없는 통괘한 액션 느와르!",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/694191/thumbnail/thumbnail_IMAG06_1299f029-05fc-4d2d-9887-714afdd6dcad.jpg,https://comic.naver.com/webtoon/list?titleId=694191,9.97,2
520,520,아일랜드,윤인완 / 양경일,"스토리, 스릴러","악귀들이 가득찬 섬 제주도. 이를 물리치는 토막살인범 반. 
웹툰으로 새롭게 돌아온 퇴마만화의 전설 &lt;아일랜드 2부&gt;",네이버 웹툰,18,1,https://shared-comic.pstatic.net/thumb/webtoon/687921/thumbnail/thumbnail_IMAG06_20190617_migrated.jpg,https://comic.naver.com/webtoon/list?titleId=687921,9.97,2
521,521,인간의,황준호,"스토리, 스릴러","실험을 위해 사이코패스 살인마들을 모아놓은 수용소가 마비되면서 벌어지는 폭력, 그리고 죽음.
'악연', '공부하기 좋은날' 황준호 작가 신작 &lt;인간의 숲&gt;",네이버 웹툰,18,1,https://shared-comic.pstatic.net/thumb/webtoon/697654/thumbnail/thumbnail_IMAG06_20190617_migrated.jpg,https://comic.naver.com/webtoon/list?titleId=697654,9.98,2
522,522,슈퍼,이온,"에피소드, 로맨스",평범한 여대생 은호와 조금 특별한 소꿉친구 견우의 술래잡기. 은호만 모르는 이웃집의 비밀들이 밝혀진다,네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/650304/thumbnail/title_thumbnail_20150323144620_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=650304,9.98,2
523,523,구름의,김이랑,"에피소드, 드라마","흙수저 탈출만이 유일한 목표?
홍상완의 뜻대로 안풀리는 고교생활 이야기",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/687137/thumbnail/title_thumbnail_20161018172728_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=687137,9.98,2
524,524,조선좀비실록,곤마,"스토리, 판타지","알 수 없는 역병으로 사람들이 좀비로 변해버린 조선,
그 역병을 멈출 수 있는 사람은 오직 그녀 뿐! 목숨 걸고 그녀를 지켜야 한다!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/509094/thumbnail/title_thumbnail_20121009170030_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=509094,9.85,2
525,525,목욕의,하일권,"스토리, 드라마","신의 손을 가진 남자
최고의 목욕관리사가 되기위한 때밀이 배틀이 시작된다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/697681/thumbnail/thumbnail_IMAG06_ed4beaa0-52e3-4e1b-8668-7ef6cfdb799c.jpg,https://comic.naver.com/webtoon/list?titleId=697681,9.98,2
526,526,마주쳤다,하일권 X 네이버웹툰,"스토리, 드라마","기억해줘, 우리가 마주쳤던 순간들. 
세상에 없던 나새끼 로맨스 액션툰, 마주쳤다",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/703634/thumbnail/thumbnail_IMAG06_9d5668b9-a192-4af2-9cbb-877f843b0a4e.jpg,https://comic.naver.com/webtoon/list?titleId=703634,9.83,1
527,527,내,기맹기,"스토리, 로맨스","못생긴 얼굴에서 미인으로 새롭게 태어난 그녀, 강미래! 
그런데... 어디서 본 듯 한데?",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/677536/thumbnail/title_thumbnail_20161223191029_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=677536,9.83,2
528,528,2017,웹툰작가,"옴니버스, 드라마","전설 이현세, 이두호 작가가 직접 프로듀싱한
지옥캠프 단편선 일곱번째 시즌!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/702463/thumbnail/thumbnail_IMAG06_66eb200f-33e0-4ce2-a4b6-0d6f90b999ed.jpg,https://comic.naver.com/webtoon/list?titleId=702463,9.88,1
529,529,동네변호사,해츨링,"스토리, 드라마","당신을 위한, 당신의 편에 선 변호사가 있다!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/675829/thumbnail/title_thumbnail_20160308145828_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=675829,8.01,2
530,530,오늘부터,박카린,"스토리, 드라마","문제 고딩 해도영, 왕세자로 부활!? 
당황스러운 시대에 만난 당황스러운 사람들의 코믹 판타지 드라마!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/695768/thumbnail/thumbnail_IMAG06_f3cde8c8-4e2a-4764-b7ff-cd062a940e80.jpg,https://comic.naver.com/webtoon/list?titleId=695768,9.64,2
531,531,오늘도,소영,"에피소드, 감성","나만 보기엔 너무 예쁘고 나만 느끼기엔 너무나 따뜻한,
손으로 하는 모든 이야기",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/686018/thumbnail/title_thumbnail_20160922135728_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=686018,9.97,2
532,532,DEY,DEY,"옴니버스, 스릴러","[데드데이즈] DEY작가의 새로운 공포 단편선
기발하고 소름 돋는 무서운 이야기들로 만들어 낸 실험적인 옴니버스 공포웹툰.
효과툰을 활용한 절묘한 연출로 다채로운 공포를 보여준다.",네이버 웹툰,18,1,https://shared-comic.pstatic.net/thumb/webtoon/696593/thumbnail/thumbnail_IMAG06_20190617_migrated.jpg,https://comic.naver.com/webtoon/list?titleId=696593,9.95,1
533,533,파도의,이뫄,"스토리, 판타지","환상처럼 나타난 두 개의 섬
그곳에서 나를 맞은 것은 기이한 피부와 붉은 눈을 가진 남자였다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/652418/thumbnail/title_thumbnail_20160621174209_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=652418,9.98,2
534,534,데모니악,후렛샤 / 김홍태,"스토리, 스릴러","귀신을 믿지 않는 퇴마사와
악령을 쫓아 지구 반대편에서 온 사제.
&lt;빙의&gt;와 &lt;마야고&gt;의 모든 미스터리가 풀린다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/692512/thumbnail/thumbnail_IMAG06_c6a10bfb-608d-4b7e-a589-f4de06ac4575.jpg,https://comic.naver.com/webtoon/list?titleId=692512,9.95,2
535,535,달콤한,이동건,"스토리, 드라마","커플과 싱글, 직장인과 백수의 달콤한 에피소드가 왜인지 씁쓸한 이유는?
이동건 작가의 데뷔작 &lt;달콤한 인생&gt;, 대표 에피소드 특별 재연재!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/701699/thumbnail/thumbnail_IMAG06_023c154a-19ec-4f71-b6ed-125aeae20dbe.jpg,https://comic.naver.com/webtoon/list?titleId=701699,9.98,1
536,536,천국의,올댓스토리 / 이현세,"스토리, 시대극","10년을 기다린 이현세 화백의 천국의 신화, 그 다음이야기.
새로운 대단원의 막이 오른다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/670131/thumbnail/title_thumbnail_20151230175953_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=670131,9.93,1
537,537,공감.jpg,임총,"에피소드, 개그","""이거 나만 그런거 아니지?""
응, 너만 그런거 아니야. 반박불가 공감이 밀려온다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/686911/thumbnail/title_thumbnail_20161017191626_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=686911,4.44,1
538,538,야부리맨컷툰,미티,"스토리, 개그","말하는대로 모든 것이 이루어진다?! 
역대급 슈퍼히어로의 초특급 재능낭비! 
미티 작가의 컷툰 신작",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/651665/thumbnail/title_thumbnail_20150330191228_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=651665,9.84,1
539,539,킬러,김레옹,"옴니버스, 개그","사악한 킬러 김빵빵으로부터 위협받는 시민들
너도 예외는 아니다!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/677753/thumbnail/title_thumbnail_20160412185136_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=677753,9.82,1
540,540,차원이,요엔,"옴니버스, 개그","그는 뭔가 다르다. 뭐가...? 
차원이!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/679569/thumbnail/title_thumbnail_20160606180504_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=679569,9.95,2
541,541,2017,웹툰작가,"옴니버스, 스릴러","지배할 것인가 지배당할 것인가!
당신 앞에 다가온 충격적인 미래.
2017 네이버 웹툰작가 IT 디스토피아 특집 단편선.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/700327/thumbnail/thumbnail_IMAG06_5333bb58-1254-43f6-aeb0-52d14377040b.jpg,https://comic.naver.com/webtoon/list?titleId=700327,9.93,1
542,542,당신만,유리아,"스토리, 로맨스","여자에겐 사랑하는 사람에게 목숨걸고 숨겨야 하는 것들이 있다!
달콤살벌 그녀들의 비밀 이야기, '당신만 몰라!'",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/459545/thumbnail/title_thumbnail_20150603121259_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=459545,9.96,2
543,543,군인RPG,십박,"스토리, 개그",전역하고 싶어서 북으로 향한 이병의 탈남,네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/690020/thumbnail/thumbnail_IMAG06_82806bd4-35df-4d69-8768-082222cfcf92.jpg,https://comic.naver.com/webtoon/list?titleId=690020,9.76,2
544,544,문유,조석,"스토리, 판타지","지구가 멸망했다. 나는 혼자 달에 있다.
&lt;마음의 소리&gt; 조석의 우주를 넘나드는 판타지 시크 개그!!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/679544/thumbnail/title_thumbnail_20160602180035_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=679544,9.96,2
545,545,웃지,현용민,"스토리, 개그",미친예술고 개그반에 저주가 내려졌다!,네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/665618/thumbnail/title_thumbnail_20151020181150_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=665618,8.72,2
546,546,이런,삼촌,"스토리, 판타지","실존하는 수많은 영물들과 싸우는 히어로, 스푼(SPOON)의 대활약 이야기!",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/400742/thumbnail/title_thumbnail_20150729121017_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=400742,9.97,2
547,547,생활의참견,김양수,"에피소드, 일상","쉽게 지나치는 일상과 지나간 추억 속에서 발견하는 유쾌한 웃음,

삶의 유머를 녹여낸 황당유쾌추억생활만화!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/25613/thumbnail/title_thumbnail_20140103150651_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=25613,9.95,1
548,548,송곳,최규석,"스토리, 드라마","당신도 언제든 부당해고의 대상이 될 수 있다.
강자의 '갑'질에 맞서는 우리 주변 '을'들의 이야기",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/660025/thumbnail/thumbnail_IMAG06_7d6b8df5-9d7c-48b7-b671-a972c55595cf.jpg,https://comic.naver.com/webtoon/list?titleId=660025,9.94,2
549,549,낮에,헤윰,"스토리, 드라마","시간이 멈춘 남자와 흘러가는 여자.

과거와 현재를 오가는 갈등에 대한 이야기.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/551649/thumbnail/title_thumbnail_20160505160325_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=551649,9.93,2
550,550,달수,산삼,"스토리, 개그","산촌 남고에 전학 온 김주혜, 아니 김달수의 고된 남장 생활.
본 작품은 2014 네이버 수퍼루키 공모전 당선작품입니다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/650292/thumbnail/title_thumbnail_20161005180302_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=650292,9.98,2
551,551,오늘도,GIMS,"에피소드, 개그","돈독한 형제들의 이야기,
사건의 중심엔 늘 그들이 있다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/692510/thumbnail/thumbnail_IMAG06_32fdec8b-5cc7-4f46-bfda-9b35df26a784.jpg,https://comic.naver.com/webtoon/list?titleId=692510,9.97,1
552,552,절벽귀,오성대,"스토리, 스릴러","아무도 없는 절벽 한가운데 고립된 두 남자.
절벽 끝에서 펼쳐지는 숨막히는 이야기",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/697655/thumbnail/thumbnail_IMAG06_1152e131-5f17-49df-8021-68cc0e15c801.jpg,https://comic.naver.com/webtoon/list?titleId=697655,9.97,2
553,553,시노딕휴재,현욱,"스토리, 판타지","달이 사라진 세계
사냥꾼과 괴물의 이야기",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/668103/thumbnail/title_thumbnail_20151203170919_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=668103,9.94,1
554,554,녹두전,혜진양,"스토리, 로맨스","17세기 조선, 장가를 가기 싫은 사내와 기생이 되기 싫은 처자의
 
엇갈리고 이어지는 연애담",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/643123/thumbnail/thumbnail_IMAG06_3c4df950-e5b9-4968-be6d-59808997508a.jpg,https://comic.naver.com/webtoon/list?titleId=643123,9.98,2
555,555,열일곱,플레이리스트,"스토리, 로맨스","가장 순수하고 찬란했던 시절, 열일곱 살의 넌 누굴 좋아했니?

우리를 설레게 했던 웹드라마 &lt;열일곱&gt;이 포토툰으로 찾아옵니다.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/693445/thumbnail/thumbnail_IMAG06_6306532c-622b-43a8-b81e-52e86b183bcc.jpg,https://comic.naver.com/webtoon/list?titleId=693445,5.7,1
556,556,잡다한컷컷툰,그림왕양치기,"에피소드, 일상","잡다하지 않은 우리들 이야기.
Job! 多! 한! 컷!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/687610/thumbnail/title_thumbnail_20161103230036_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=687610,9.91,1
557,557,나는,라일라,"에피소드, 일상",대한민국에서 청각장애인이 살아가는 이야기,네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/659934/thumbnail/title_thumbnail_20150729142305_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=659934,9.98,1
558,558,미라클!,정하,"스토리, 판타지","X내 나는 용사의 모험이 시작된다!
2014 대학만화 최강자전 수상작!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/654817/thumbnail/title_thumbnail_20150514191647_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=654817,9.96,2
559,559,여중생A,허5파6,"스토리, 드라마","게임에 빠져 사는 중학생 장미래.
생각 많고 내향적인 그녀의 현실 속 학교생활.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/647946/thumbnail/title_thumbnail_20150206191335_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=647946,9.98,2
560,560,부부생활컷툰,써니사이드업,"에피소드, 일상",유부들도 안 알랴준 유부 이야기,네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/675559/thumbnail/title_thumbnail_20160304120749_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=675559,9.94,1
561,561,완벽한,화류동풍 / 옛사람,"스토리, 로맨스","결혼 후 처음 떠나는 여행, 허니문에서
신부가 혼자 여행을 시작했다?
시작부터 위태로운 그들의 허니문 이야기",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/689705/thumbnail/title_thumbnail_20161212185807_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=689705,9.97,2
562,562,우리들은,문택수,"옴니버스, 개그","그들과 함께라면 일상도 개그가 된다..! 범상치않은 그들이 모인 연파랑고 1학년 3반은 매일매일이 4차원 사건!
지루한 일상을 날려버릴 4컷 개그 블록버스터 만화!!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/243315/thumbnail/title_thumbnail_20130802141333_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=243315,9.32,2
563,563,원티드,럭스,"스토리, 판타지","평범한 사람과 특수한 능력을 가진 사람들이 공존하는 이 곳,
그 속에 존재하는 한 조직에 얽힌 비밀과 사람들의 이야기",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/310616/thumbnail/title_thumbnail_20130117191617_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=310616,9.93,2
564,564,오즈랜드,이윤창,"스토리, 판타지","마법사 도로시의 몸에 빙의된 격투소녀 민들레의 
판타지 세계 오즈랜드 모험!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/626940/thumbnail/title_thumbnail_20160317102250_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=626940,9.98,2
565,565,"이기자,",김8,"스토리, 드라마","쓰레기 기자와 망한 연예인의 애매한 로맨스
'불만시대' 김8 작가의 신작!",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/689701/thumbnail/title_thumbnail_20161220144250_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=689701,9.96,2
566,566,컨트롤제트,미티,"스토리, 스릴러","당신은 지우고 싶은 기억이 있나요?
기억을 되돌릴 수 있다면...",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/666671/thumbnail/title_thumbnail_20151112221145_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=666671,9.93,2
567,567,블랙수트,박세준 / 차용운,"스토리, 드라마","발을 들이지 말아야 할 곳에서
만나야 할 한 사람을 만나다.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/679545/thumbnail/title_thumbnail_20160609160159_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=679545,9.67,2
568,568,바로잡는,이채영,"스토리, 판타지","사람이 되고 싶은 반달가슴곰 순애와 호랑이 비타,
 
그리고 평범하지만 특별한 소년 바로의 좌충우돌 성장기

2013 대학만화 최강자전 최우수상 수상작!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/626949/thumbnail/title_thumbnail_20140630151813_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=626949,9.94,1
569,569,언터처블,맛스타,"스토리, 로맨스","만져야 사는 여자와 만질 수 없는 남자의
아슬아슬 로맨스!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/612769/thumbnail/title_thumbnail_20140212104048_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=612769,9.97,2
570,570,참치와,이힝,"스토리, 드라마","모솔에 금사빠인 현호
수영장 그남자에게 또 금세 사랑에 빠지다! 
과연 현호의 이번 사랑은 이루어 질 수 있을까?",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/675516/thumbnail/title_thumbnail_20160311174137_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=675516,9.97,2
571,571,2017,웹툰작가,"옴니버스, 일상","고구마 10000개를 삼킨 것 같은 실제 사연을
독자들로부터 직접 받아서 
네이버 웹툰 작가들이 새롭게 들려드립니다!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/690502/thumbnail/thumbnail_IMAG06_38caa0ef-2150-46a7-a599-88b31d67af7a.jpg,https://comic.naver.com/webtoon/list?titleId=690502,9.78,1
572,572,투명한,정서,"스토리, 로맨스","닿을 듯 닿지 않는
인간과 유령의 아슬아슬한 동거",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/677740/thumbnail/title_thumbnail_20160418160211_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=677740,9.91,2
573,573,찌질의,김풍 / 심윤수,"스토리, 드라마","스무살 소년들이 남자로 진화한다
평생을 철들지 못하는 우리들의 찌질한 이야기",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/597481/thumbnail/title_thumbnail_20160803222246_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=597481,9.89,2
574,574,원,청보리,"스토리, 판타지","같은 장애를 가진 두 소년이 살아가는 세상.
 
그리고 특정 장애인만을 노리는 범죄자.
 
장애를 주제로 한 학원 스릴러.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/597473/thumbnail/title_thumbnail_20150821213837_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=597473,9.97,2
575,575,MZ,최훈 / 청설모,"스토리, 액션","과거가 없는 요원과 과거가 수상한 해커.
이제 적도 아군도 없는 싸움이 펼쳐진다.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/675830/thumbnail/title_thumbnail_20160311203717_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=675830,9.94,2
576,576,숲,후은,"스토리, 판타지","전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!
영혼이 자유로운 어떤 마법사 이야기",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/640110/thumbnail/title_thumbnail_20160429190555_t125x101.JPG,https://comic.naver.com/webtoon/list?titleId=640110,9.98,2
577,577,인챈트-나람이야기,자유,"스토리, 판타지","어느 날, 우리 집에 있는 이상한 그릇이 말을 걸어왔다!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/630386/thumbnail/title_thumbnail_20140717183545_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=630386,9.95,2
578,578,윈터우즈,cosmos / 반지,"스토리, 로맨스","살아있는 사람이 되고 싶은 윈터,
베스트셀러 동화 작가가 되고 싶은 제인
두 사람의 알록달록 동화같은 이야기",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/629056/thumbnail/title_thumbnail_20160219210248_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=629056,9.98,2
579,579,대작,범우,"스토리, 스릴러",천재 신인작가와 그를 쫓는 이들의 숨막히는 이야기,네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/675822/thumbnail/title_thumbnail_20160307143041_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=675822,9.93,2
580,580,하나(HANA),와난,"스토리, 드라마","유전자조작 쥐로 알려져 있는 아이 HANA(하나),

하나가 연구실에서 탈출하면서 일어나는 이야기들.

&lt;어서오세요.305호에&gt; 와난 작가 신작!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/557675/thumbnail/title_thumbnail_20130514180021_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=557675,9.93,2
581,581,스퍼맨,하일권,"스토리, 드라마","사랑하는 여자친구와 드디어 첫날밤을 맞게된 김기두
갑자기 정체모를 사람들에게 납치되고
자신이 슈퍼정자를 가진 능력자라는 얘기를 듣게 되는데...",네이버 웹툰,18,1,https://shared-comic.pstatic.net/thumb/webtoon/674209/thumbnail/thumbnail_IMAG06_20190617_migrated.jpg,https://comic.naver.com/webtoon/list?titleId=674209,9.94,2
582,582,2016,웹툰작가,"옴니버스, 드라마","전설 이현세, 이두호 작가가 직접 프로듀싱한 신인 작가 단편선
그 여섯번째 시즌!",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/686885/thumbnail/title_thumbnail_20161013151613_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=686885,9.94,1
583,583,악의는,환쟁이,"스토리, 스릴러","시골 마을, 한 남자가 죽었다.
그 죽음의 진실을 파헤치려는 이와 덮으려는 자의 싸움.",네이버 웹툰,15,1,https://shared-comic.pstatic.net/thumb/webtoon/657522/thumbnail/title_thumbnail_20150625185249_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=657522,9.48,2
584,584,우바우컷툰,잇선,"옴니버스, 일상","우리가 바라는 우리.
시궁창 같은 삶이라도 바라는 건 많아.",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/651675/thumbnail/title_thumbnail_20150410221752_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=651675,9.97,1
585,585,심연의,윤인완 / 김선희,"스토리, 스릴러","재난으로 파괴된 대한민국. 
생존을 위한 인간들의 잔혹한 축제가 벌어진다.",네이버 웹툰,18,1,https://shared-comic.pstatic.net/thumb/webtoon/679547/thumbnail/thumbnail_IMAG06_20190617_migrated.jpg,https://comic.naver.com/webtoon/list?titleId=679547,7.02,2
586,586,매지컬,seri / 비완,"스토리, 판타지","수능이 코앞인데 사랑과 평화를 지키라고?
고3에 마법소녀가 된 한여름과 그녀를 둘러싼 이야기",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/597466/thumbnail/title_thumbnail_20150715181638_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=597466,9.96,2
587,587,한국만화거장전,한국만화가협회,"에피소드, 드라마","만화잡지 &lt;보물섬&gt;, 기억나나요? 

한국만화의 잡지시대를 풍미했던 거장들의 단편을 웹툰으로 만나세요.",네이버 웹툰,0,1,https://shared-comic.pstatic.net/thumb/webtoon/680193/thumbnail/title_thumbnail_20160613232638_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=680193,9.88,1
588,588,레코닝,이혜,"스토리, 판타지",내가 살려면 또 다른 내가 죽어야 한다!,네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/670147/thumbnail/title_thumbnail_20160108112303_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=670147,9.98,2
589,589,만렙소녀,김규삼,"에피소드, 개그","돌아온 븟새와 오오라의 대모험! 
..근데 이거 도대체 무슨 만화지?",네이버 웹툰,12,1,https://shared-comic.pstatic.net/thumb/webtoon/665174/thumbnail/title_thumbnail_20151013204539_t125x101.jpg,https://comic.naver.com/webtoon/list?titleId=665174,9.47,1
